built_type,year_built,flour,area,condition,bathrooms,balcony,exchange,furniture,security,ceil,parking,residance,phone,floor,door,balcony_glass,ex_dormetory,inernet,id,userType,rooms,lat,lon,district,street,house_num,price
монолитный,2010,11 из 18,42,хорошее,совмещенный,балкон,,полностью,,2.7 м,,Магистральный 3,отдельный,,металлическая,да,нет,ADSL,681691475,specialist,1,51.138618,71.469578,Almaty_r-n,Bauyrzhana_Momyshuly,,18400000
кирпичный,1993,2 из 5,80,,,балкон и лоджия,Не интересует,полностью,"домофон, сигнализация, видеонаблюдение",2.8 м,,,,ламинат,металлическая,да,нет,проводной,681738661,owner,3,51.152648,71.43846,r-n_Baykonur,Tashenova,7,36500000
кирпичный,2017,12 из 12,79,хорошее,раздельный,балкон,,полностью,"домофон, видеонаблюдение",2.7 м,паркинг,Аксиома,,ламинат,металлическая,да,нет,,680335728,specialist,2,51.12492020835,71.491657951408,Almaty_r-n,A-98,1,38800000
монолитный,2016,9 из 12,42,,,лоджия,Не интересует,,"домофон, кодовый замок, видеонаблюдение",2.8 м,паркинг,Медина,,,,да,нет,,680769653,owner,2,51.18894828847,71.382399078721,Saryarka_r-n,Akan_sery,16,16200000
кирпичный,2021,4 из 9,61.4,,совмещенный,балкон и лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,паркинг,Сатурн 2,есть возможность подключения,ламинат,металлическая,да,нет,проводной,681580958,owner,2,51.121003577197,71.502519709986,Almaty_r-n,Temirbeka_Zhurgenova,,33000000
кирпичный,2010,10 из 10,64.3,хорошее,совмещенный,балкон,,частично,"домофон, видеонаблюдение",2.8 м,рядом охраняемая стоянка,Сказочный мир,есть возможность подключения,ламинат,металлическая,да,нет,,681854226,owner,1,51.123979,71.475821,Almaty_r-n,Baytursynova,,30500000
кирпичный,2008,11 из 13,44.1,хорошее,раздельный,несколько балконов или лоджий,,полностью,видеонаблюдение,2.7 м,паркинг,Алтай,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681309712,owner,1,51.17250761075,71.454120492562,r-n_Baykonur,Seyfullina,65,21999000
кирпичный,2008,1 из 12,39,,совмещенный,лоджия,Не интересует,полностью,,2.7 м,паркинг,Тамыз,есть возможность подключения,,металлическая,да,нет,ADSL,680128218,owner,1,51.179395301204,71.374976798688,Saryarka_r-n,Tlendieva,15/1,15500000
монолитный,2018,9 из 13,89,хорошее,2 с/у и более,лоджия,,,"домофон, видеонаблюдение",3 м,паркинг,Зам Зам,,паркет,металлическая,да,нет,проводной,679888115,specialist,3,51.121162855031,71.39672968546,Esilyskiy_r-n,Abiken_Bekturov,,43500000
монолитный,2022,,38.36,,совмещенный,,,,,3 м,,Compass North,,,,,,,670636145,complex,1,51.105718760745,71.528443451964,Almaty_r-n,Sh__Kaldayakova,,17262000
кирпичный,2022,2 из 9,18,хорошее,совмещенный,лоджия,,,,2.7 м,паркинг,Восток,,ламинат,металлическая,да,нет,,681398602,company,1,51.113174276915,71.516370177214,Almaty_r-n,Zhumekena_Nazhimedenova,19,9000000
кирпичный,2017,5 из 6,210,,2 с/у и более,,,,,3.3 м,,,,паркет,,,нет,,674927486,company,4,51.142907,71.451971,Almaty_r-n,Sharly_de_gollya,9,400000000
кирпичный,2021,2 из 12,40,хорошее,совмещенный,лоджия,Не интересует,,,3 м,паркинг,Alpamys,,,,да,нет,,680656853,specialist,1,51.101090462003,71.401055312309,Esilyskiy_r-n,Uly_Dala,3/1,24500000
монолитный,2019,5 из 9,58,хорошее,совмещенный,балкон,,,"домофон, видеонаблюдение",2.7 м,паркинг,ХАБАР,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681908719,specialist,2,51.1293931087,71.482721929047,Almaty_r-n,Taskesken,"17_A,B",27400000
панельный,1992,5 из 6,68.8,хорошее,раздельный,несколько балконов или лоджий,,частично,домофон,2.5 м,,,,линолеум,,да,нет,оптика,681565735,company,3,51.152863,71.497003,Almaty_r-n,Ryskulbekova,4/1,32000000
монолитный,2022,10 из 12,69,,,,,,,,,Grand Turan,,,,,нет,,681571410,specialist,2,51.124781,71.401638,Esilyskiy_r-n,prospekt_Turan,43,44000000
кирпичный,2020,7 из 7,60,,,,Не интересует,,,3.3 м,паркинг,Family Park,,,,,нет,,681909643,owner,1,51.063035075548,71.404656484486,Esilyskiy_r-n,Kabanbay_batyra,75a,13000000
кирпичный,2022,11,36,,,,Не интересует,,,3 м,,,,,,,нет,,681567782,owner,1,51.179199,71.390265,Saryarka_r-n,Moskovskaya,1,14500000
панельный,2021,9 из 11,35.2,хорошее,совмещенный,лоджия,Не интересует,,"видеонаблюдение, домофон",2.7 м,паркинг,Алтын Шар 2,,ламинат,металлическая,да,нет,ADSL,681693369,owner,1,51.120120793032,71.397829055786,Esilyskiy_r-n,Bekturova,4/6,18700000
кирпичный,2020,6 из 10,77.5,,раздельный,несколько балконов или лоджий,,,"видеонаблюдение, видеодомофон",3 м,,Brussels,,ламинат,,,нет,оптика,681503686,specialist,3,51.142992,71.368257,Esilyskiy_r-n,Kayyma_Muhamedhanova,20/1,44900000
монолитный,2020,3 из 9,36,хорошее,совмещенный,,Не интересует,,,2.7 м,паркинг,Эльбрус,,,,,нет,,681032680,specialist,1,51.109516067027,71.540644567942,Almaty_r-n,Nazhimedenova,39,19500000
кирпичный,1974,5 из 5,64,хорошее,совмещенный,балкон,,частично,"домофон, видеонаблюдение",,,,,ламинат,металлическая,да,нет,,681729997,specialist,3,51.16987,71.41417,Saryarka_r-n,Sakena_Seyfullina,22,18400000
монолитный,2005,16 из 17,50,хорошее,совмещенный,лоджия,,полностью,,2.7 м,паркинг,Мерей,есть возможность подключения,ламинат,деревянная,,нет,оптика,681910516,specialist,2,51.147419001898,71.476826481521,Almaty_r-n,Kyuyshi_Diny,,23700000
монолитный,2011,13 из 14,63,хорошее,совмещенный,балкон и лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Отандастар,есть возможность подключения,ламинат,металлическая,да,нет,оптика,677904056,owner,2,51.115996,71.431238,Esilyskiy_r-n,Almaty,13,33000000
монолитный,2019,4 из 10,118,хорошее,2 с/у и более,несколько балконов или лоджий,Не интересует,,,3 м,паркинг,GreenLine.BI City Seoul,,,,,нет,,679574052,specialist,4,51.089679,71.378138,Esilyskiy_r-n,Abiken_Bekturov,3,89000000
кирпичный,2012,12 из 18,64,хорошее,совмещенный,лоджия,,частично,домофон,2.7 м,паркинг,Европейский,,ламинат,металлическая,да,нет,ADSL,681467625,specialist,2,51.17152669728,71.4045089297,Saryarka_r-n,Stepana_Kubrina,23/1,26400000
монолитный,2019,8 из 9,42,,,,,,,2.7 м,паркинг,Елорда Даму по ул. Е16,,,,,нет,,681670277,specialist,1,51.124832,71.365023,Esilyskiy_r-n,E16_ulitsa,6,18000000
кирпичный,1989,5 из 5,51,хорошее,,,,,,,,,,,,,нет,,680835380,specialist,3,51.183874,71.381471,Saryarka_r-n,Kulyash_Bayseyitovoy,101/1,18500000
кирпичный,2007,1 из 6,78,хорошее,раздельный,лоджия,Не интересует,частично,"решетки на окнах, домофон, видеонаблюдение",2.7 м,,Бараева,,ламинат,металлическая,да,нет,,677933101,owner,3,51.160545,71.438864,r-n_Baykonur,Baraeva,25,45000000
монолитный,2015,3 из 7,80,хорошее,совмещенный,,,,,2.7 м,паркинг,Anisa,,,,,нет,,681791184,specialist,3,51.144165908261,71.377264800287,Esilyskiy_r-n,E_489,,37500000
монолитный,2022,5 из 12,89,черновая отделка,2 с/у и более,лоджия,,,"домофон, видеонаблюдение",2.85 м,паркинг,Bai-Tursyn,есть возможность подключения,,металлическая,да,нет,,681147056,specialist,3,51.120406,71.496878,Almaty_r-n,Baytursynova,A51,36900000
монолитный,2022,4 из 9,38,черновая отделка,совмещенный,балкон,Возможен обмен,,"охрана, домофон, видеонаблюдение, видеодомофон",3 м,,Balausa,,,,да,нет,проводной,678922404,owner,1,51.111769115739,71.52330518063,Almaty_r-n,Nazhimedenova,29,17200000
,2022,6 из 8,84.13,черновая отделка,,,,,,2.9 м,,Aurora,,,,,нет,,679273206,specialist,3,51.138058,71.379279,Esilyskiy_r-n,Ayteke_bi,3,33000000
монолитный,2018,4 из 9,83,хорошее,совмещенный,балкон и лоджия,Возможен обмен,,"домофон, видеонаблюдение",2.9 м,паркинг,Аулие-Ата,,ламинат,металлическая,,нет,ADSL,678549798,owner,3,51.113751,71.501522,Almaty_r-n,Temirbeka_Zhurgenova,18/1,44000000
кирпичный,2022,4 из 9,18,хорошее,,балкон,Не интересует,,,2.7 м,паркинг,Восток,,ламинат,металлическая,да,нет,,681372229,owner,1,51.113174276915,71.516370177214,r-n_Baykonur,Zhumekena_Nazhimedenova,19,9200000
,1976,4 из 5,46,хорошее,совмещенный,балкон,Не интересует,,"видеонаблюдение, домофон",,,,,ламинат,металлическая,да,нет,проводной,681896692,owner,2,51.159099,71.434831,r-n_Baykonur,Gabdulina,6/1,25000000
монолитный,2022,,36.36,,совмещенный,,,,,2.8 м,,Аскер,,,,,,,669745164,complex,1,51.106259463502,71.540238454383,Almaty_r-n,Nazhimedenova,36,9090000
кирпичный,2018,6 из 7,275,,,,,,,3 м,,Mangilik El,,,,,нет,,681043610,specialist,6,51.106974101539,71.430248672537,Esilyskiy_r-n,Mangilik_El,29,320000000
монолитный,1988,2 из 3,29,хорошее,совмещенный,балкон,Не интересует,,"кодовый замок, решетки на окнах",2.6 м,,,,ламинат,металлическая,,нет,,680853254,owner,1,51.170774,71.455663,r-n_Baykonur,Egemen_Kazahstan,,17000000
,2017,2 из 9,124.1,хорошее,2 с/у и более,балкон,Не интересует,,"решетки на окнах, охрана, домофон, видеонаблюдение",3 м,паркинг,Promenade Expo,,паркет,металлическая,да,нет,,681477780,owner,4,51.093722710726,71.427862419554,Esilyskiy_r-n,Mangilik_el,52,76000000
монолитный,2022,5 из 12,128,,2 с/у и более,,Не интересует,,,3 м,паркинг,Monaco Residence,,,,,нет,,681006852,specialist,3,51.115698740539,71.461850549584,Almaty_r-n,Kaldayakova,,84000000
кирпичный,2022,6 из 10,37.4,,,,Не интересует,,,2.7 м,паркинг,"ЖК Баскару 2, 3, 4",,,,,нет,,681696164,owner,1,51.111646933355,71.493716240366,Almaty_r-n,Rayymbek_batyr,54,12850000
монолитный,2021,6 из 12,98,черновая отделка,раздельный,балкон,Возможен обмен,,"охрана, домофон, сигнализация, видеонаблюдение, видеодомофон",3 м,паркинг,GreenLine. Tokyo,нет,,бронированная,да,нет,оптика,674115344,owner,3,51.136837358894,71.400083019223,,Muhamedhanova,4B,64000000
,2006,5 из 16,87.1,хорошее,2 с/у и более,балкон,Не интересует,,домофон,2.7 м,,Мереке,,,металлическая,да,нет,оптика,681631790,owner,3,51.160613,71.474258,Almaty_r-n,Abylay_hana,5/2,39000000
кирпичный,2011,5 из 6,34,хорошее,совмещенный,лоджия,,полностью,"домофон, видеонаблюдение",2.7 м,,Ак Отау,отдельный,линолеум,деревянная,да,нет,через TV кабель,681908223,owner,1,51.180599,71.348997,Saryarka_r-n,Sulukoly,14/1,15000000
кирпичный,2018,8 из 12,36.6,хорошее,совмещенный,лоджия,,без мебели,домофон,3 м,паркинг,Мадрид,отдельный,,металлическая,да,нет,ADSL,681899798,specialist,1,51.159312003454,71.373764234908,Esilyskiy_r-n,Chingiz_Aytmatov,,18400000
монолитный,2013,8 из 10,79,хорошее,раздельный,балкон,,,,3 м,паркинг,Ак Шанырак,,,,да,нет,,681862174,specialist,2,51.1331924325,71.460482939874,Almaty_r-n,Momyshuly,2v,33500000
кирпичный,1976,4 из 5,59.3,хорошее,раздельный,балкон,,частично,,,,,,ламинат,,да,нет,,679455701,specialist,3,51.165832,71.426746,Saryarka_r-n,prospekt_Respubliki,,27800000
монолитный,2008,8 из 18,53.8,,,,Не интересует,,,2.7 м,паркинг,Кыпшак,,,,,нет,,680893578,owner,1,51.163450206639,71.459676107042,Almaty_r-n,Kenesary,70,22500000
монолитный,2015,6 из 9,124,,2 с/у и более,балкон,Не интересует,,,3.3 м,паркинг,,,ламинат,,да,нет,оптика,680290058,specialist,3,51.114101,71.45675,,Anatoliy_Hropatyy,9,72000000
монолитный,2008,8 из 14,64.6,хорошее,совмещенный,лоджия,Не интересует,,домофон,2.7 м,,Номад,,ламинат,металлическая,да,нет,оптика,681776295,owner,2,51.124103,71.420009,Esilyskiy_r-n,Syganak,54,38000000
монолитный,2012,11 из 25,39,,,,Не интересует,,,2.7 м,паркинг,Эгалите,,,,,нет,,681905370,owner,1,51.1642887444,71.466554587514,r-n_Baykonur,Abaya,92/1,15700000
кирпичный,2022,7 из 9,35.5,хорошее,совмещенный,лоджия,Не интересует,частично,домофон,2.8 м,паркинг,,,ламинат,металлическая,да,нет,,674092253,owner,1,51.152252,71.562221,Almaty_r-n,Nazhimedinova,17,17330000
кирпичный,2021,11 из 12,38.2,,,,,,,2.7 м,,Budapest,,,,,нет,,680582924,company,2,51.078148,71.396347,Esilyskiy_r-n,Kabanbay_batyra,59A,19300000
монолитный,2021,3 из 12,114.8,хорошее,2 с/у и более,лоджия,Не интересует,,"охрана, домофон, кодовый замок, видеонаблюдение",3 м,паркинг,Sat City,,ламинат,металлическая,да,нет,ADSL,681304956,specialist,4,51.131985766158,71.375907137408,Esilyskiy_r-n,E-753_ulitsa,4,72000000
монолитный,2021,2 из 8,92.1,черновая отделка,,,,,,2.7 м,паркинг,Коркем 4,,,,,нет,,681312648,owner,3,51.101325366301,71.42994835725,,Mangilik_El,40,46700000
монолитный,2016,6 из 8,122,среднее,2 с/у и более,лоджия,Возможен обмен,,"домофон, видеонаблюдение",3 м,паркинг,Асем Тас,есть возможность подключения,ламинат,бронированная,да,нет,проводной,680661576,owner,3,51.116077871409,71.404976908379,Esilyskiy_r-n,Kerey_i__Zhanibek_handar,6,63000000
иное,2016,14 из 34,69,,,,,,,3 м,паркинг,Хайвил Астана,,,,,нет,,681762692,specialist,2,51.127037,71.468886,Almaty_r-n,prospekt_Rahimzhana_Koshkarbaeva,10/1,42000000
монолитный,2020,22 из 22,162,хорошее,2 с/у и более,несколько балконов или лоджий,Не интересует,,"домофон, кодовый замок, видеонаблюдение, консьерж, видеодомофон, сигнализация, охрана",3.7 м,паркинг,Esil Riverside,отдельный,паркет,деревянная,да,нет,проводной,681281686,owner,4,51.149275,71.429172,Almaty_r-n,Narkesken,1,210000000
монолитный,2019,12 из 20,38,хорошее,совмещенный,балкон,Не интересует,,"охрана, домофон, видеонаблюдение",3 м,паркинг,Коркем 3,,ламинат,,да,нет,,679650818,owner,1,51.108870090483,71.425784244076,Esilyskiy_r-n,Turkestan,14,30000000
монолитный,2018,1 из 8,40,,,,,,,2.7 м,паркинг,Астана сани (Астана сәні),,,,,нет,,681731062,specialist,1,51.117451701768,71.522880366122,Almaty_r-n,Baytursynova,53,20000000
кирпичный,2010,9 из 9,58.1,,раздельный,балкон,Не интересует,,,2.7 м,паркинг,Жастар,,ламинат,металлическая,да,нет,через TV кабель,681547359,specialist,2,51.141139516128,71.486489797647,Almaty_r-n,B__Momushuly,18,25000000
монолитный,2011,4 из 22,116,среднее,2 с/у и более,несколько балконов или лоджий,,частично,"домофон, видеонаблюдение",3 м,паркинг,Гранд Астана,,ламинат,,,нет,,680112822,specialist,3,51.119767,71.466146,Almaty_r-n,Nazhimedenova,,48000000
монолитный,2008,7 из 22,156.2,хорошее,,лоджия,,полностью,,2.8 м,паркинг,Сана,,ламинат,,да,нет,,680308004,owner,3,51.159031,71.406561,Saryarka_r-n,Tarasa_Shevchenko,8/2,71000000
иное,1993,6 из 6,58,,,балкон,,,,,,,,,,,нет,,681190858,specialist,3,51.191354,71.409112,Saryarka_r-n,Ilyyas_Esenberlina,11/1,24500000
монолитный,2011,8 из 12,71,,раздельный,,Не интересует,,,2.7 м,паркинг,Турсын Астана – 2,,,,,нет,,680086563,specialist,2,51.127183280515,71.493658154131,Almaty_r-n,Koshkarbaeva,44,27000000
кирпичный,2018,5 из 9,80,хорошее,2 с/у и более,,Не интересует,,,3 м,паркинг,,,ламинат,,да,нет,,681555050,specialist,3,51.116962,71.483295,Almaty_r-n,Nurmagambetova,21,48000000
монолитный,2013,13 из 15,55.9,хорошее,раздельный,лоджия,,частично,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Кулан-2,есть возможность подключения,ламинат,бронированная,да,нет,ADSL,673866920,specialist,2,51.132966,71.503911,Almaty_r-n,Korday,75,23500000
монолитный,2022,9 из 9,66,черновая отделка,,,,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",3.3 м,паркинг,GreenLine.Aura,,,,,нет,,679709198,specialist,2,51.132302167065,71.393915405644,Esilyskiy_r-n,ul_EK-32,,37800000
кирпичный,2018,9 из 10,41,,,,,,,3 м,,,,,,,нет,,681107198,specialist,1,51.151558,71.371374,Esilyskiy_r-n,Chingiza_Aytmatova,46,25500000
кирпичный,2016,6 из 8,59,хорошее,совмещенный,балкон,,полностью,,2.7 м,паркинг,Real Comfort,есть возможность подключения,ламинат,металлическая,да,нет,ADSL,681900257,specialist,2,51.099805,71.43413,Esilyskiy_r-n,Alihana_Bokeyhanova,17/1,33000000
панельный,1994,3,52,,,,,,,,,,,,,,нет,,681906912,specialist,2,51.194419,71.386537,Saryarka_r-n,Suvorova,16,16500000
кирпичный,2012,4 из 9,44,хорошее,раздельный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,блокиратор,ламинат,металлическая,да,нет,оптика,678259043,owner,2,51.156123871649,71.506954342,Almaty_r-n,Shakarim_Kudayberdiuly,29/1,19500000
монолитный,2007,9 из 10,110,хорошее,2 с/у и более,лоджия,,полностью,"домофон, видеонаблюдение",2.8 м,паркинг,,есть возможность подключения,ламинат,бронированная,да,нет,ADSL,681900596,owner,3,51.138612,71.471626,Almaty_r-n,prospekt_Bauyrzhana_Momyshuly,15A,60000000
монолитный,2013,13 из 21,58,хорошее,совмещенный,балкон,,полностью,"домофон, видеонаблюдение",2.7 м,паркинг,Эдем палас-2,,,,да,нет,,681373848,specialist,2,51.167443017833,71.441134493798,r-n_Baykonur,Kenesary,65,27000000
кирпичный,2012,9 из 9,94,среднее,раздельный,балкон,,полностью,,2.7 м,паркинг,,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,680760055,specialist,3,51.096507,71.423907,Esilyskiy_r-n,prospekt_Uly_Dala,11,47000000
кирпичный,2021,2 из 9,40,,совмещенный,лоджия,Не интересует,,"сигнализация, домофон, охрана, кодовый замок, видеодомофон, видеонаблюдение",3 м,паркинг,Аркада,,ламинат,металлическая,да,нет,через TV кабель,681609920,owner,2,51.143700238202,71.379446204546,Esilyskiy_r-n,22-4_ul,3,28000000
кирпичный,2006,15 из 16,85,среднее,2 с/у и более,несколько балконов или лоджий,,частично,домофон,3 м,,Мирас,нет,паркет,металлическая,да,нет,проводной,681634807,owner,3,51.152591,71.485595,Almaty_r-n,Kuyshi_Dina,31,33000000
кирпичный,2008,11 из 16,30.1,хорошее,совмещенный,лоджия,Не интересует,,,2.7 м,паркинг,Тамыз,,ламинат,металлическая,да,нет,через TV кабель,681873402,owner,1,51.178921228549,71.376333111862,Saryarka_r-n,Nurgisa_Tlendieva,15/3,13200000
кирпичный,2022,12 из 15,32,хорошее,,балкон,,полностью,,3 м,паркинг,Балкадиша,,,,,нет,,676372899,specialist,1,51.116364521544,71.482962078517,Almaty_r-n,Nazhimedenova,22,17500000
,2022,8 из 9,37,,совмещенный,,Возможен обмен,,,3 м,,GreenLine.Ару Кала,,,,,нет,,680821830,owner,1,51.137406981812,71.386345659027,Esilyskiy_r-n,Anet_baba,,18900000
кирпичный,2022,9 из 9,108,черновая отделка,,лоджия,,,,3 м,паркинг,Asylym Park 2,,,,,нет,,680892453,specialist,4,51.110827,71.436843,Esilyskiy_r-n,Bokeyhana,16,57000000
монолитный,2021,15 из 17,60,,,,Не интересует,,,3 м,,Alau,,,,,нет,,679868261,owner,2,51.101573142333,71.405429872557,Esilyskiy_r-n,Kabanbay_batyra,49A,42000000
кирпичный,2004,6 из 9,61,,раздельный,балкон,Не интересует,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,есть возможность подключения,ламинат,металлическая,да,нет,проводной,681533971,owner,2,51.150783,71.498575,Almaty_r-n,Abylay_hana,51,26800000
кирпичный,2011,3 из 9,36,хорошее,совмещенный,балкон,Не интересует,,"видеонаблюдение, видеодомофон",,,,,линолеум,металлическая,да,нет,,681414444,owner,1,51.174605561945,71.381930845596,Saryarka_r-n,187,20,18200000
кирпичный,2018,3 из 9,64.5,хорошее,,,,,"домофон, видеонаблюдение",2.7 м,паркинг,Smart City,,,,да,нет,,678017538,specialist,2,51.126113843695,71.394475459066,Esilyskiy_r-n,Tole_bi,50,34900000
монолитный,2022,7 из 18,69,хорошее,совмещенный,лоджия,,частично,домофон,3 м,паркинг,Sat City,,ламинат,металлическая,да,нет,,681740988,specialist,2,51.13439,71.378677,Esilyskiy_r-n,E-753,7,36500000
монолитный,2015,18,148,хорошее,2 с/у и более,лоджия,,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",2.8 м,паркинг,Хайвил Астана,,ламинат,металлическая,да,нет,ADSL,681710402,specialist,4,51.126257,71.468392,Almaty_r-n,prospekt_Rahimzhana_Koshkarbaeva,,90999999
кирпичный,2018,4 из 10,50,,,,,,,,,,,,,,нет,,681528837,specialist,2,51.140353,71.38342,,Kayyma_Muhamedhanova,8,33900000
кирпичный,2012,6 из 6,42,,,,Не интересует,,,2.7 м,,,,,,,нет,,681901010,specialist,1,51.127664,71.505699,Almaty_r-n,Azerbaeva,2,17000000
кирпичный,2019,9 из 10,83,хорошее,раздельный,балкон и лоджия,Не интересует,,"видеонаблюдение, видеодомофон",3 м,,,нет,ламинат,бронированная,да,нет,проводной,677133259,owner,2,51.170006,71.39243,Saryarka_r-n,Kosshygululy_8/2,8/2,45000000
монолитный,2007,14 из 18,72,,раздельный,,Не интересует,,,3 м,паркинг,7 Континент,,,,да,нет,,681843647,specialist,2,51.165533,71.434067,Almaty_r-n,Imanbaeva,,31000000
кирпичный,2013,6 из 9,74,,совмещенный,несколько балконов или лоджий,Не интересует,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Айя,,ламинат,металлическая,да,нет,,681550959,owner,2,51.162652,71.434561,Almaty_r-n,Imanbaevoy,7g,35000000
монолитный,2007,11 из 12,90,среднее,2 с/у и более,балкон и лоджия,,полностью,"домофон, кодовый замок, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Кенесары,отдельный,линолеум,металлическая,да,нет,проводной,675938083,owner,3,51.163377,71.407846,Saryarka_r-n,Saryarka,11,38900000
кирпичный,2020,1 из 5,77,хорошее,совмещенный,лоджия,,,,3 м,паркинг,,,ламинат,бронированная,да,нет,проводной,681407180,specialist,3,51.087536981367,71.430562741504,Esilyskiy_r-n,Mkr_Komsomolyskiy,,54000000
кирпичный,2021,13 из 16,92,,,,Не интересует,,,2.7 м,,,,,,,нет,,681736435,owner,3,51.192771,71.331022,Saryarka_r-n,Tlendieva,44a,35000000
кирпичный,2022,7 из 12,37,хорошее,,,Не интересует,,,2.8 м,паркинг,Запад,,,,,нет,,681293877,owner,1,51.112362697038,71.511231967206,Almaty_r-n,Nazhimedinova,17,14700000
кирпичный,2005,4 из 5,113,,,,,,,,,,,,,,нет,,681663507,specialist,4,51.152648,71.500255,Almaty_r-n,Musrepova,5,54000000
кирпичный,2022,7 из 9,20.14,,совмещенный,,Не интересует,,,2.7 м,паркинг,Восток,,,металлическая,да,нет,,681898419,specialist,1,51.113174276915,71.516370177214,Almaty_r-n,Zhumekena_Nazhimedenova,19,9600000
монолитный,2015,5 из 10,76,,,,,,,,,,,,,,нет,,681900195,specialist,3,51.124267,71.505519,Almaty_r-n,Temirbeka_Zhurgenova,30,28000000
монолитный,2018,7 из 8,55,хорошее,совмещенный,балкон,Не интересует,,,2.7 м,паркинг,Астана сани (Астана сәні),,ламинат,металлическая,да,нет,,680333078,owner,2,51.117605955093,71.524100883834,Almaty_r-n,Baytursynova,53/1,27000000
панельный,1974,4 из 5,59.2,хорошее,раздельный,балкон,,частично,"домофон, видеонаблюдение",2.5 м,,,,,металлическая,да,нет,,681902541,specialist,3,51.158693,71.434957,r-n_Baykonur,Malika_Gabdullina,,22500000
монолитный,2020,16 из 24,41.1,хорошее,совмещенный,балкон,,без мебели,"охрана, домофон, видеонаблюдение",2.8 м,паркинг,Времена года. Лето,,ламинат,бронированная,да,нет,,676602445,specialist,1,51.111642,71.414457,Esilyskiy_r-n,Sauran,15/3,28500000
монолитный,2021,4 из 12,72,черновая отделка,раздельный,несколько балконов или лоджий,Возможен обмен,,,2.7 м,рядом охраняемая стоянка,Шыгыс,,,металлическая,да,нет,,676960394,owner,3,51.127878,71.375813,Esilyskiy_r-n,Komsomolyskiy,2V,30000000
монолитный,2022,9 из 15,38.8,хорошее,совмещенный,балкон,,,,3 м,паркинг,Балкадиша,,ламинат,,,нет,,681142154,specialist,1,51.116364521544,71.482962078517,Almaty_r-n,Nazhimedenova,22,21900000
панельный,1968,3 из 5,58,,,,,,,,,,,,,,нет,,681672132,specialist,2,51.176698,71.410433,Saryarka_r-n,prospekt_Zhenis,37,17800000
монолитный,2022,6 из 12,56,черновая отделка,,,Возможен обмен,,,2.7 м,паркинг,Syganak,,,,,нет,,681334800,specialist,2,51.12731758531,71.394153901551,,Syganak,,26800000
кирпичный,2022,8 из 13,47,,совмещенный,лоджия,Не интересует,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение",3 м,,СОЗАК,есть возможность подключения,ламинат,металлическая,да,нет,проводной,680858888,specialist,2,51.13994394863,71.470359096065,Almaty_r-n,Tauelsizdik,34/12,25000000
монолитный,2022,7 из 9,52,хорошее,,балкон,Не интересует,,"видеонаблюдение, охрана, видеодомофон, кодовый замок, сигнализация",3 м,паркинг,Grand Turan,,,металлическая,да,нет,оптика,681722305,owner,2,51.124781,71.401638,Esilyskiy_r-n,Turan,,35000000
панельный,1979,5 из 5,40,хорошее,совмещенный,балкон,,полностью,домофон,2.7 м,,,,,бронированная,да,нет,,681735850,specialist,2,51.156461,71.443176,r-n_Baykonur,Taha_Huseyna,13,16500000
монолитный,2021,6 из 9,37,черновая отделка,совмещенный,лоджия,Возможен обмен,,"охрана, домофон, кодовый замок, видеонаблюдение",3 м,паркинг,S Club,есть возможность подключения,,металлическая,да,нет,оптика,669470376,owner,1,51.101666,71.427402,Esilyskiy_r-n,prospekt_Mangilik_El,41/3,27000000
монолитный,2017,18 из 22,88,хорошее,раздельный,балкон,Возможен обмен,полностью,"охрана, домофон, сигнализация, видеонаблюдение, консьерж",3 м,паркинг,Виктория,отдельный,ламинат,бронированная,да,нет,через TV кабель,681311476,owner,2,51.131356939754,71.459865197539,Almaty_r-n,Momyshuly,2,43000000
панельный,1967,3 из 5,56,,,,,,,,,,,,,,нет,,681903735,specialist,3,51.188633,71.418275,Saryarka_r-n,Iliyasa_Esenberlina,32,16300000
монолитный,2021,9 из 12,60,хорошее,совмещенный,лоджия,Возможен обмен,полностью,"охрана, видеонаблюдение, видеодомофон",3 м,паркинг,Sat City,,ламинат,металлическая,да,нет,через TV кабель,678056520,specialist,2,51.132152,71.380734,Esilyskiy_r-n,E-753,,34800000
монолитный,2020,6 из 21,87,хорошее,2 с/у и более,лоджия,Не интересует,,"охрана, решетки на окнах, видеодомофон, кодовый замок, видеонаблюдение",,паркинг,Highvill Park 2,,,,да,нет,оптика,679992831,owner,3,51.102712,71.404297,Esilyskiy_r-n,Buhar_zhyrau_20B,,70500000
панельный,1977,4 из 5,63.8,,,,,,,,,,,,,,нет,,681905139,company,3,51.150925,71.46302,Almaty_r-n,Petrova,3,26000000
