built_type,year_built,flour,area,condition,bathrooms,balcony,exchange,furniture,security,ceil,parking,residance,phone,floor,door,balcony_glass,ex_dormetory,inernet,id,userType,rooms,lat,lon,district,street,house_num,price
монолитный,2022,6 из 9,40,хорошее,совмещенный,,Не интересует,,,3 м,паркинг,Bravo Family,,,,да,нет,,678507530,owner,1,51.115647151636,71.485969345797,,Nazhimedenova,,22500000
монолитный,2022,,95.06,,2 с/у и более,,,,,3 м,,Soho,,,,,,,669445630,complex,3,51.105669481506,71.444346080149,Esilyskiy_r-n,Hanov_Kereya_i_Zhanibeka,,51807700
монолитный,2017,10 из 11,34.2,хорошее,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.5 м,,,,линолеум,,да,нет,,681905074,owner,1,51.129953,71.498153,Almaty_r-n,Raқymzhan_Қoshқarbaev,,18000000
кирпичный,2013,8 из 9,54.9,хорошее,раздельный,лоджия,,полностью,"решетки на окнах, домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,отдельный,ламинат,металлическая,да,нет,ADSL,666849414,owner,2,51.118726,71.421572,Esilyskiy_r-n,Sauran,12/2,30000000
кирпичный,2017,4 из 7,43,хорошее,,,Не интересует,,,2.7 м,паркинг,Expo Plaza,,,,,нет,,675870665,specialist,1,51.094474948441,71.408396268898,Esilyskiy_r-n,Uly_Dala,6,25000000
монолитный,2018,2 из 13,53,хорошее,совмещенный,лоджия,,полностью,,2.8 м,паркинг,Коркем 2,отдельный,ламинат,бронированная,да,нет,через TV кабель,679675400,specialist,2,51.110037722596,71.427172177754,Esilyskiy_r-n,Turkestan,10,30000000
кирпичный,2021,10 из 11,59,хорошее,,лоджия,,,"домофон, видеонаблюдение",3 м,,Salem,нет,ламинат,металлическая,да,нет,,667494683,specialist,2,51.137680794209,71.478787324818,Almaty_r-n,K__Satpaeva,24,29950000
монолитный,2013,1 из 7,93.4,хорошее,2 с/у и более,несколько балконов или лоджий,Не интересует,частично,"домофон, видеонаблюдение",2.75 м,паркинг,Vip-городок Saranda,отдельный,ламинат,металлическая,да,нет,ADSL,677187916,owner,3,51.096627465747,71.452329763096,Esilyskiy_r-n,ulitsa_38,16,46000000
монолитный,2021,8 из 10,58.6,хорошее,совмещенный,лоджия,,полностью,,2.7 м,паркинг,Q-garden,,ламинат,металлическая,да,нет,,678180976,specialist,2,51.117686,71.391757,Esilyskiy_r-n,Tole_Bi,,28990000
монолитный,2017,5 из 6,40.5,хорошее,совмещенный,лоджия,Не интересует,,"кодовый замок, домофон, видеонаблюдение, видеодомофон",3 м,паркинг,Expo Boulevard,,ламинат,бронированная,да,нет,,680527471,specialist,1,51.09636,71.406336,Esilyskiy_r-n,Kabanbay_batyra,58,23500000
монолитный,2022,3 из 9,44.1,черновая отделка,,балкон,,,,3 м,паркинг,Anisa,,,металлическая,да,нет,,679251157,specialist,1,51.138058,71.405591,Esilyskiy_r-n,K__Muhamedhanova,23A,21000000
монолитный,2022,6 из 9,109,черновая отделка,раздельный,лоджия,,без мебели,домофон,2.7 м,паркинг,Целиноград−3,есть возможность подключения,,металлическая,да,нет,ADSL,670192888,specialist,3,51.169825,71.396635,Saryarka_r-n,Kumisbekova,9/2,43600000
монолитный,2022,21 из 21,156,черновая отделка,,,,,,2.8 м,паркинг,Highvill Ishim C,,,,,нет,,681697798,owner,4,51.118771,71.460025,Almaty_r-n,Kaldayakova,3,97800000
кирпичный,2022,6 из 10,50,хорошее,совмещенный,лоджия,,частично,"охрана, домофон, видеонаблюдение",3 м,рядом охраняемая стоянка,Mechta,есть возможность подключения,ламинат,металлическая,да,нет,оптика,677528040,specialist,2,51.133870934105,71.371200990909,Esilyskiy_r-n,Kulytegin,9,29000000
монолитный,2022,6 из 9,43,,,,,,,2.9 м,паркинг,Сенатор Park,,,,,нет,,681000930,owner,1,51.128388403692,71.487231149822,,Aynakol,66/1,15500000
панельный,2005,8,66.5,,,,,,,,,,,,,,нет,,681907250,specialist,2,51.148021,71.467062,Almaty_r-n,Petrova,16/1,27800000
кирпичный,2003,7 из 9,58.6,хорошее,2 с/у и более,балкон,,полностью,,,,,есть возможность подключения,ламинат,металлическая,да,нет,проводной,681896965,specialist,2,51.1488,71.47945,Almaty_r-n,Kuyshi_Dina,,27999999
монолитный,2022,2 из 9,37.7,черновая отделка,совмещенный,балкон,Не интересует,,,2.7 м,паркинг,Qazyna,,,металлическая,да,нет,,681361894,owner,1,51.120609,71.484723,Almaty_r-n,Nurmagambetova,27,17200000
монолитный,2019,3 из 18,38.1,хорошее,совмещенный,лоджия,,,"домофон, видеонаблюдение, видеодомофон",3 м,паркинг,Crocus City,,ламинат,бронированная,да,нет,оптика,681560011,specialist,1,51.098815,71.410783,Esilyskiy_r-n,Uly_Dala,,27500000
монолитный,2019,12 из 16,42,хорошее,совмещенный,балкон,,полностью,"видеонаблюдение, видеодомофон",2.8 м,паркинг,Памир,отдельный,ламинат,металлическая,да,нет,ADSL,675942942,specialist,1,51.139825630136,71.365656064798,Esilyskiy_r-n,Aytmatova,38,22000000
кирпичный,2022,7 из 9,38.3,черновая отделка,,,,,,3 м,паркинг,Prime Garden,,,,,нет,,680738944,specialist,1,51.108414862962,71.443050970768,Esilyskiy_r-n,"​Kerey,_Zhәnіbek_handar",40,19850000
кирпичный,1998,9 из 9,124.3,хорошее,2 с/у и более,несколько балконов или лоджий,,без мебели,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,отдельный,ламинат,металлическая,да,нет,оптика,677451954,owner,3,51.173197,71.409534,Saryarka_r-n,UlZhangelydina,3,88000000
монолитный,2021,4 из 7,33,,совмещенный,балкон,,,,2.8 м,паркинг,Asqat,,ламинат,,да,нет,оптика,680508269,owner,1,51.116836945898,71.52175571508,Almaty_r-n,A_Baytursynova,51,22500000
кирпичный,2018,5 из 12,96,хорошее,раздельный,балкон и лоджия,,частично,домофон,3.3 м,,,,,,,нет,,681457378,specialist,3,51.118647,71.47424,Esilyskiy_r-n,Nazhimedenova,,59500000
кирпичный,2021,2 из 11,62,хорошее,совмещенный,балкон,,,видеонаблюдение,2.8 м,паркинг,,,ламинат,металлическая,да,нет,,680124494,specialist,2,51.14060139786,71.471524430476,Almaty_r-n,Tauelysizdyk,34/10,29900000
монолитный,2019,3 из 9,32.9,,,,Не интересует,,,2.7 м,,Sunrise,,,,,нет,,677245710,owner,1,51.131622018946,71.377573013306,Esilyskiy_r-n,E-10_ulitsa,11,23500000
кирпичный,2021,9 из 11,54.5,хорошее,совмещенный,лоджия,Возможен обмен,,"домофон, видеонаблюдение",2.7 м,паркинг,,,ламинат,металлическая,,нет,оптика,678261653,specialist,2,51.140529752935,71.470916569882,Almaty_r-n,Tauelysyzdyk,34/10,24000000
кирпичный,2022,9 из 9,38,хорошее,совмещенный,лоджия,,,,3 м,паркинг,GreenLine.Asyl Mura,,ламинат,,да,нет,,681493164,specialist,1,51.136854,71.396976,Esilyskiy_r-n,Қayym_Mұhamedhan,4e,24500000
монолитный,2016,9 из 10,59,хорошее,совмещенный,лоджия,,,"домофон, видеонаблюдение",,паркинг,,отдельный,ламинат,металлическая,да,нет,оптика,681900488,company,1,51.09515,71.434184,Esilyskiy_r-n,Uly_dala,19,23500000
кирпичный,2017,7 из 8,144,хорошее,2 с/у и более,несколько балконов или лоджий,Возможен обмен,,"домофон, видеонаблюдение",,паркинг,,отдельный,ламинат,,да,нет,проводной,678278272,owner,4,51.107169,71.426378,Esilyskiy_r-n,Mangilik_el,,88000000
монолитный,2020,3 из 3,95,хорошее,2 с/у и более,лоджия,Не интересует,,"видеодомофон, видеонаблюдение, охрана, сигнализация, домофон",3 м,паркинг,Millenium Park,,,металлическая,да,нет,оптика,680445898,owner,3,51.121873295978,71.47524502013,Almaty_r-n,K__Amanzholova,,63700000
монолитный,2021,3 из 18,43.4,хорошее,совмещенный,лоджия,Не интересует,,"видеодомофон, видеонаблюдение, кодовый замок, охрана",3 м,паркинг,Sat City,отдельный,ламинат,металлическая,да,нет,оптика,681905658,owner,1,51.131610588907,71.375406968595,Esilyskiy_r-n,E-753,1,24850000
иное,2018,12 из 12,39.7,хорошее,,,,,,,,,,,,,нет,,681815638,specialist,1,51.133599,71.378821,Esilyskiy_r-n,E-753,6,19500000
,2018,7 из 16,36,,,,,,,2.8 м,,Nova City,,,,,нет,,681700289,specialist,1,51.090383110855,71.455239183565,Esilyskiy_r-n,Uly_dala,44/1,17800000
иное,2022,6 из 12,42.5,хорошее,совмещенный,,,полностью,,3 м,паркинг,Bravo Family,,ламинат,металлическая,да,нет,,677922389,specialist,1,51.11504568857,71.486355015868,Almaty_r-n,Shamshi_Kaldayakova,23/1,27000000
кирпичный,1975,2 из 5,58.2,хорошее,совмещенный,балкон,,частично,,,,,отдельный,,металлическая,да,нет,ADSL,681902346,specialist,3,51.161189,71.451189,r-n_Baykonur,Baktyoraza_Beysekbaeva,,19500000
кирпичный,2022,2 из 12,84.69,,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",3 м,,Мадрид,,,бронированная,да,нет,,672477172,owner,3,51.16011303018,71.375747140201,Esilyskiy_r-n,Komsomolyskiy,,39000000
монолитный,2016,28 из 31,252,хорошее,2 с/у и более,балкон и лоджия,,,"охрана, сигнализация, видеонаблюдение, видеодомофон, консьерж",3 м,паркинг,Хайвил Астана,,паркет,бронированная,да,нет,через TV кабель,675183477,specialist,5,51.125867,71.467269,,Baytursynova,9,270000000
кирпичный,2010,4 из 10,41,хорошее,совмещенный,балкон,,полностью,"решетки на окнах, домофон, видеонаблюдение",2.7 м,паркинг,Успех,,ламинат,,да,нет,ADSL,680525001,owner,2,51.170208721926,71.404502557489,Saryarka_r-n,S__Kubrina,22/1,23900000
монолитный,2014,6 из 8,275,хорошее,2 с/у и более,балкон и лоджия,,частично,"видеонаблюдение, видеодомофон",3 м,паркинг,Clubhouse,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,681075197,specialist,4,51.097684,71.431741,Esilyskiy_r-n,Alihana_Bokeyhanova,19,134499999
кирпичный,2022,3 из 10,20.8,,совмещенный,,Не интересует,,,2.7 м,паркинг,"ЖК Баскару 2, 3, 4",,,,да,нет,,681899259,specialist,1,51.111646933355,71.493716240366,Almaty_r-n,Rayymbek_batyr,54,9600000
монолитный,2022,6,30,,совмещенный,лоджия,Возможен обмен,,,2.8 м,паркинг,Табысты,,,металлическая,да,нет,,678256035,owner,1,51.147569335029,71.362506650016,Esilyskiy_r-n,E430,2A,15000000
монолитный,2018,4 из 14,36,,,,,,,,,,,,,,нет,,681903696,specialist,1,51.140918,71.386834,,Kayyma_Muhamedhanova,17,17350000
монолитный,2013,3 из 25,53,хорошее,совмещенный,балкон и лоджия,Не интересует,,"домофон, охрана, консьерж, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Орбита-2,есть возможность подключения,ламинат,металлическая,да,нет,оптика,680800781,owner,2,51.148625,71.461726,Almaty_r-n,Petrova,10/1,22500000
кирпичный,2010,4 из 6,38,хорошее,совмещенный,,Не интересует,,"домофон, видеонаблюдение",,рядом охраняемая стоянка,,есть возможность подключения,линолеум,металлическая,,нет,,681563172,owner,1,51.169,71.388884,Saryarka_r-n,Kosshygululy,,17000000
кирпичный,1970,4 из 4,42.4,хорошее,совмещенный,балкон,Не интересует,частично,домофон,2.5 м,паркинг,,,линолеум,металлическая,да,нет,оптика,681713321,owner,3,51.172276,71.422596,Saryarka_r-n,Auezova,21,16000000
монолитный,2020,9 из 16,45,черновая отделка,совмещенный,,Не интересует,,,2.7 м,паркинг,Toronto,,,,да,нет,,680058403,owner,1,51.117659994348,71.413464733952,Esilyskiy_r-n,Almaty,2,19900000
кирпичный,2018,8 из 10,22,хорошее,совмещенный,балкон,,частично,"охрана, домофон, кодовый замок",2.7 м,паркинг,,блокиратор,ламинат,металлическая,да,нет,оптика,681886147,specialist,1,51.113208,71.516245,Almaty_r-n,Zhumekena_Nazhimedenova,19,8499999
кирпичный,2014,9 из 10,95,хорошее,раздельный,балкон,,полностью,домофон,,рядом охраняемая стоянка,Arman Qala,нет,ламинат,металлическая,да,нет,оптика,681908125,specialist,3,51.097367,71.424922,Esilyskiy_r-n,Uly_dala,11/2,56000000
кирпичный,1970,1 из 5,45,,,,,,,,,,,,,,нет,,681281358,specialist,2,51.168606941723,71.43534687368,r-n_Baykonur,Otyrar,7,16799990
монолитный,2019,9 из 24,45,хорошее,,балкон,,,,2.8 м,,,,,металлическая,да,нет,,681909555,owner,1,51.176331,71.436645,r-n_Baykonur,Shokana_Valihanova,25,29800000
монолитный,2011,4 из 5,55,хорошее,,,,,,2.7 м,паркинг,,,,,,нет,,681498827,specialist,2,51.173298,71.393751,Almaty_r-n,Serkebaeva,45,25500000
кирпичный,1980,5 из 5,55,среднее,раздельный,балкон,Возможен обмен,полностью,"домофон, видеонаблюдение",2.4 м,рядом охраняемая стоянка,,,ковролан,металлическая,да,нет,оптика,681866334,owner,3,51.162691563141,71.451852286911,r-n_Baykonur,Imanova,36,22000000
монолитный,2022,,51.76,,совмещенный,,,,,3 м,,Monaco Residence,,,,,,,672075641,complex,1,51.115698740539,71.461850549584,Almaty_r-n,Kaldayakova,,35196800
иное,2015,5 из 6,156,хорошее,2 с/у и более,,Не интересует,,,2.8 м,,,,паркет,бронированная,,нет,ADSL,679245055,owner,4,51.138567,71.414152,Esilyskiy_r-n,ul_Kabanbaybatyra,13,150000000
панельный,1969,5 из 5,44.5,хорошее,совмещенный,,Не интересует,,"домофон, видеонаблюдение",2.5 м,рядом охраняемая стоянка,,нет,ламинат,металлическая,,нет,через TV кабель,680943027,specialist,2,51.171034,71.418652,Saryarka_r-n,Seyfullina,,18000000
монолитный,2022,7 из 12,87,хорошее,,лоджия,,,домофон,3 м,паркинг,Балкадиша,,ламинат,металлическая,да,нет,,681470630,owner,3,51.113208,71.516245,Almaty_r-n,Nazhimedenova,19,46000000
кирпичный,2018,4 из 5,56,хорошее,раздельный,балкон,,,"домофон, видеонаблюдение",2.7 м,,,отдельный,ламинат,металлическая,да,нет,проводной,676387233,specialist,2,51.149744,71.527483,Almaty_r-n,Lepsy,,22500000
кирпичный,2022,7 из 9,37.72,черновая отделка,совмещенный,лоджия,,,кодовый замок,3 м,,,,,,,нет,,680344864,company,1,51.137883,71.397434,,Kayyma_Muhamedhanova,,22000000
,2022,7 из 12,51,черновая отделка,2 с/у и более,лоджия,,без мебели,"охрана, домофон, видеонаблюдение",3 м,паркинг,,есть возможность подключения,пробковый,бронированная,да,нет,ADSL,681310929,owner,2,51.1608,71.400928,,Kumisbekova,1,25200000
монолитный,2021,18 из 20,45,хорошее,совмещенный,лоджия,Не интересует,,"видеонаблюдение, домофон",3 м,,,,ламинат,металлическая,да,нет,ADSL,681745503,specialist,1,51.099358,71.404773,Esilyskiy_r-n,Kabanbay_batyra,51,25000000
кирпичный,2015,4 из 10,76,,раздельный,балкон,Не интересует,,,2.7 м,,,,,,да,нет,,679477266,owner,3,51.124267,71.505519,Almaty_r-n,Zhurgenova,30,28500000
монолитный,2021,7 из 10,43,черновая отделка,,,Не интересует,,,2.7 м,,,,,,,нет,,681808225,owner,1,51.168182,71.393922,Saryarka_r-n,Kosshygululy,6/2,16500000
кирпичный,2022,4 из 10,42,хорошее,совмещенный,балкон,Не интересует,,,2.8 м,рядом охраняемая стоянка,"ЖК Баскару 2, 3, 4",,ламинат,металлическая,да,нет,,681593771,owner,2,51.11158,71.486125,Almaty_r-n,Rayymbek_batyr,56,15500000
иное,2001,5 из 5,100,хорошее,2 с/у и более,лоджия,,частично,"домофон, видеонаблюдение",3.2 м,,,отдельный,ламинат,металлическая,да,нет,ADSL,53997471,owner,2,51.152501,71.507801,Almaty_r-n,Mustafina,9,28000000
монолитный,1970,1 из 9,28.2,хорошее,совмещенный,,Не интересует,,"домофон, видеодомофон, охрана",2.8 м,,,отдельный,ламинат,металлическая,,нет,через TV кабель,681800040,company,1,51.17855,71.409777,Saryarka_r-n,Zhenis,45,11000000
кирпичный,2022,9 из 9,39,требует ремонта,совмещенный,балкон,Не интересует,,"охрана, видеонаблюдение",3 м,рядом охраняемая стоянка,Dastur,,,металлическая,да,нет,,681889034,owner,1,51.097679364643,71.386452913175,,Tole_bi,25A,18000000
монолитный,2022,4 из 9,40.4,,,балкон,Не интересует,,"охрана, домофон, видеонаблюдение",3 м,рядом охраняемая стоянка,Dastur,,,бронированная,да,нет,,681735875,owner,1,51.097679364643,71.386452913175,Esilyskiy_r-n,Uly_Dala,,15600000
кирпичный,2004,4 из 5,186,хорошее,2 с/у и более,несколько балконов или лоджий,Возможен обмен,,"домофон, видеонаблюдение",3 м,паркинг,,,ламинат,бронированная,да,нет,ADSL,681445383,specialist,4,51.161314,71.414484,,Zhenis,,72500000
кирпичный,1970,2 из 5,45.3,среднее,раздельный,,Не интересует,,,2.7 м,,,есть возможность подключения,,,,нет,проводной,681651103,owner,2,51.169622,71.434373,r-n_Baykonur,Abaya,51,18000000
кирпичный,2007,8 из 9,98.2,,,лоджия,,,,2.7 м,,Жастар,,,,,нет,,680820630,specialist,3,51.140822,71.486062,Almaty_r-n,B__Momushuly,18/1,41200000
кирпичный,2015,8 из 8,100,хорошее,,,Не интересует,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",3.3 м,паркинг,,есть возможность подключения,ламинат,металлическая,,нет,ADSL,681412285,owner,2,51.10921,71.430771,Esilyskiy_r-n,Mangilik_el,27,56000000
кирпичный,2017,6 из 7,49,,,,,,,2.9 м,паркинг,Nurali Apartments,,,,,нет,,681907039,specialist,2,51.120625382736,71.530725573966,Almaty_r-n,A_123,8,22500000
кирпичный,2011,3 из 9,62.2,хорошее,,,,,домофон,,,Зерде,,,,,нет,,681787240,specialist,2,51.163098,71.478193,Almaty_r-n,prospekt_Shakarima_Kudayberdiuly,4,29900000
кирпичный,2011,1 из 9,56.5,среднее,совмещенный,балкон,,,"домофон, видеонаблюдение",2.8 м,,Достар-3,,линолеум,металлическая,да,нет,проводной,681704308,specialist,2,51.158778240467,71.506114763489,Almaty_r-n,Ryskulbekova,16/1,25000000
монолитный,2017,11 из 14,40,хорошее,совмещенный,,,частично,видеонаблюдение,2.7 м,паркинг,Алтын Шар 1,,ламинат,,,нет,,676246829,specialist,1,51.118427,71.397245,Esilyskiy_r-n,Abikena_Bekturova,4B,19800000
кирпичный,2022,4 из 7,43,свободная планировка,,,Не интересует,,,3 м,,,,,металлическая,,нет,,677276112,owner,1,51.186996,71.377384,Saryarka_r-n,Akan-_sery,24/1,15000000
кирпичный,2010,7 из 9,62,среднее,раздельный,,Не интересует,,,2.8 м,паркинг,Целиноград,,,,,нет,,681900786,owner,2,51.170411068481,71.396144794198,Saryarka_r-n,Kumisbekova,9/1,28000000
кирпичный,2008,11 из 12,39,хорошее,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.7 м,,,,ламинат,металлическая,,нет,,681562665,owner,1,51.179329,71.374662,Saryarka_r-n,Nurgisa_Tlendieva,15/1,17800000
,2011,4 из 5,56,,,,,,,,,,,,,,нет,,681899365,specialist,2,51.149896,71.5291,Almaty_r-n,prospekt_Rahimzhana_Koshkarbaeva,80,23500000
панельный,1980,1 из 5,47,хорошее,совмещенный,,Не интересует,,"решетки на окнах, домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,,есть возможность подключения,ламинат,металлическая,,нет,ADSL,669488299,owner,2,51.161797324656,71.429554995395,r-n_Baykonur,Respublika,16/3,22000000
кирпичный,2009,3 из 8,110,хорошее,раздельный,балкон и лоджия,Возможен обмен,,"решетки на окнах, охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",3 м,паркинг,Визит,,,,да,нет,через TV кабель,681902356,owner,4,51.124646341847,71.42209969461,Esilyskiy_r-n,Syganak,15,45000000
монолитный,2022,8 из 14,34,черновая отделка,,лоджия,,,,2.7 м,паркинг,Burabay,,,,,нет,,680826390,specialist,1,51.108364924868,71.534806615849,Almaty_r-n,Zh__Nazhimedenova,62,14500000
кирпичный,1971,4 из 5,43.5,,,,,,,,,,,,,,нет,,681908561,specialist,2,51.163132,71.44977,r-n_Baykonur,Amangelydy_Imanova,32,18000000
монолитный,2022,4 из 9,95,,2 с/у и более,лоджия,Не интересует,,"видеонаблюдение, кодовый замок, домофон",3 м,рядом охраняемая стоянка,Grand Turan,,,металлическая,да,нет,,676434832,owner,3,51.15100857887,71.453700892171,Esilyskiy_r-n,prospekt_Turan,E-10,70000000
монолитный,2018,3 из 12,45,,совмещенный,лоджия,,,,3 м,паркинг,,,,бронированная,да,нет,,681688979,specialist,1,51.110731,71.403587,Esilyskiy_r-n,prospekt_Turan,,19999999
иное,2022,5 из 9,36.97,черновая отделка,совмещенный,лоджия,,,,2.7 м,паркинг,SANCY,,,бронированная,да,нет,,681670641,specialist,1,51.107776877507,71.540031958121,Almaty_r-n,Zhumeken_Nazhimedenova,39,18000000
монолитный,2022,,92.79,,раздельный,,,,,2.9 м,,Aruna City,,,,,,,679180519,complex,3,51.139804072534,71.375094663289,Esilyskiy_r-n,Kulytegin,23,39899700
кирпичный,2020,3 из 7,71.9,,,,,,,2.7 м,паркинг,Nurali Apartments,,,,,нет,,680807406,specialist,2,51.120625382736,71.530725573966,Almaty_r-n,A_123,8,29000000
,2007,7 из 10,52.6,,,,,,,,,,,,,,нет,,681467909,specialist,1,51.149076279785,71.483085539671,Almaty_r-n,Kuyshi_Dina,,19500000
монолитный,2022,13 из 15,64.41,хорошее,совмещенный,балкон,Возможен обмен,,"домофон, сигнализация, видеонаблюдение",2.9 м,паркинг,София,,ламинат,металлическая,да,нет,,679955605,specialist,2,51.120346539103,71.509180630025,Almaty_r-n,A_Baytұrsynұly,43,26500000
монолитный,2022,,103.8,,2 с/у и более,,,,,3 м,,Agate,,,,,,,679156756,complex,3,51.125364556453,71.39382310512,Esilyskiy_r-n,Tole_bi,53,43596000
монолитный,2020,2 из 14,53,,совмещенный,лоджия,,,"домофон, видеонаблюдение",2.7 м,рядом охраняемая стоянка,Кутты Мекен,блокиратор,ламинат,металлическая,да,нет,через TV кабель,680489814,specialist,2,51.192189120711,71.333146743332,Saryarka_r-n,Tlendieva,42,23500000
монолитный,2022,15 из 17,58.8,черновая отделка,,,Не интересует,,,3 м,,Altyn Dala,,,,,нет,,680582855,specialist,2,51.140510021032,71.379058494,Esilyskiy_r-n,Kayym_Muhamedhanov,12/3,25500000
кирпичный,2018,4 из 7,39,хорошее,совмещенный,балкон,,,,2.8 м,паркинг,Спутник,,ламинат,,да,нет,через TV кабель,678337375,specialist,1,51.122735666738,71.496330403475,Almaty_r-n,ul_A_98,8,19000000
монолитный,2014,6 из 8,123,черновая отделка,2 с/у и более,балкон и лоджия,Не интересует,,,3 м,паркинг,Айсанам De Luxe,,,бронированная,да,нет,,675171886,specialist,3,51.111794,71.431813,Esilyskiy_r-n,Mәңgіlіk_El,21,49999999
кирпичный,2018,2 из 7,45,хорошее,совмещенный,лоджия,Не интересует,,"домофон, видеонаблюдение",2.8 м,паркинг,Smart House,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681359650,owner,2,51.106866127756,71.427305403788,Esilyskiy_r-n,Mәңgіlіk_El,33/2,28000000
монолитный,2021,1 из 9,40,хорошее,,балкон,Возможен обмен,без мебели,"видеонаблюдение, видеодомофон",3 м,паркинг,GreenLine.Asyl Mura,,,металлическая,да,нет,,679108845,specialist,1,51.137768147958,71.398854295065,Esilyskiy_r-n,Muhamedhanova,4v,21950000
кирпичный,2017,4 из 5,50,,,,,,,,,,,,,,нет,,681903815,specialist,2,51.122175,71.507235,Almaty_r-n,Amanzhola_Bolekpaeva,17,21400000
монолитный,2019,5 из 9,130,хорошее,2 с/у и более,несколько балконов или лоджий,,полностью,"охрана, домофон, сигнализация, видеонаблюдение, видеодомофон",3 м,паркинг,Prime Park,,ламинат,бронированная,да,нет,проводной,680161575,specialist,3,51.111992,71.437229,Esilyskiy_r-n,Kerey_Zhanibek_hana,30A,110000000
кирпичный,2022,8 из 10,36.9,черновая отделка,,,Не интересует,,,3 м,,Mechta,,,,,нет,,680828308,owner,1,51.178685,71.440508,Esilyskiy_r-n,Kultegin,13,18500000
панельный,2021,3 из 7,58.1,хорошее,раздельный,лоджия,Не интересует,,,2.7 м,,Багыстан,есть возможность подключения,ламинат,металлическая,да,нет,,681897033,owner,2,51.07729057752,71.492617248485,Esilyskiy_r-n,Anyrakay,1,26000000
монолитный,2016,16 из 18,98,,2 с/у и более,балкон,Не интересует,,"кодовый замок, видеонаблюдение, охрана, сигнализация, домофон, видеодомофон",,,Хайвил Астана,,паркет,бронированная,,нет,оптика,681442089,owner,3,51.126539349643,71.468545940989,Almaty_r-n,Koshkarbaeva,10,80000000
кирпичный,2009,3 из 12,112,хорошее,,,,,,2.7 м,паркинг,Сайран,,,,,нет,,678604349,specialist,4,51.170045431779,71.402481101104,Saryarka_r-n,Kubrina,20/1,39500000
монолитный,2008,16 из 18,52,хорошее,раздельный,лоджия,Не интересует,,"видеонаблюдение, домофон, кодовый замок",2.7 м,рядом охраняемая стоянка,Кыпшак,,,,да,нет,,681893136,owner,1,51.163450206639,71.459676107042,r-n_Baykonur,Kenesary,70,19500000
,1989,5 из 5,45,хорошее,раздельный,балкон,Не интересует,полностью,домофон,,,,,,металлическая,да,нет,ADSL,677924580,owner,2,51.158070958761,71.482494268866,Almaty_r-n,Abylayhana,,22000000
,1987,2 из 5,52.1,хорошее,раздельный,балкон,Не интересует,,домофон,2.7 м,рядом охраняемая стоянка,,отдельный,линолеум,металлическая,да,нет,,672351368,owner,2,51.152529,71.479226,Almaty_r-n,Zhumabaeva,9,20900000
монолитный,2022,6 из 8,71,хорошее,совмещенный,лоджия,,частично,"охрана, домофон, видеонаблюдение, консьерж",3 м,паркинг,Кристалл,,ламинат,,,нет,,677108483,owner,2,51.14218,71.380978,Esilyskiy_r-n,Kayyma_Muhamedhanova,21,33000000
кирпичный,2022,9 из 12,39,требует ремонта,,,Не интересует,,"видеонаблюдение, охрана, домофон, кодовый замок",3 м,рядом охраняемая стоянка,Madrid 2,,,металлическая,да,нет,,678067837,owner,1,51.14893,71.370521,,​Chingiz_Aytmatov,52,16000000
монолитный,2021,10 из 16,64,хорошее,совмещенный,лоджия,Не интересует,,,3 м,паркинг,Sat City,,паркет,металлическая,да,нет,через TV кабель,681746511,specialist,2,51.131985766158,71.375907137408,Esilyskiy_r-n,E-_753,1,41500000
монолитный,2022,,74.68,,совмещенный,,,,,3 м,,SARDAR,,,,,,,673232341,complex,3,51.126357576227,71.481273271918,Almaty_r-n,Koshkarbaeva,13,32859200
монолитный,2012,4 из 10,51,среднее,совмещенный,балкон,Не интересует,,"домофон, кодовый замок, видеонаблюдение",3 м,паркинг,Нур Канат,отдельный,ламинат,металлическая,да,нет,,681788815,specialist,2,51.115185529939,71.439173623512,Esilyskiy_r-n,A__Bokeyhanova,8,24900000
кирпичный,2018,7 из 10,75,черновая отделка,,,,,,2.7 м,,,,,,,нет,,681897924,specialist,3,51.129829,71.375569,Esilyskiy_r-n,Syganak,,21390000
кирпичный,2007,1 из 10,30,хорошее,,,,,,2.7 м,,Азат,,,,,нет,,681858781,specialist,1,51.149153795715,71.484932376386,Almaty_r-n,Kuyshi_Dina,30/1,13500000
кирпичный,2021,8 из 8,38.3,,совмещенный,балкон и лоджия,Не интересует,,домофон,2.7 м,паркинг,Юпитер,,ламинат,металлическая,да,нет,,678680825,owner,1,51.122591852109,71.499097215364,Almaty_r-n,A-98,12,18000000
